Type	POS	Headword	Rank	Freq	Range	NormFreq	NormRange
graça			721	1238	798	142.263	0.013
somos			722	1236	706	142.033	0.011
balanço			723	1224	600	140.654	0.010
errado			724	1222	812	140.425	0.013
ciúme			725	1218	692	139.965	0.011
praia			725	1218	872	139.965	0.014
sobe			725	1218	484	139.965	0.008
aumenta			728	1214	760	139.505	0.012
elas			728	1214	618	139.505	0.010
tantas			730	1212	910	139.275	0.015
cantando			731	1210	906	139.046	0.014
entreguei			731	1210	868	139.046	0.014
you			731	1210	286	139.046	0.005
tentando			734	1206	834	138.586	0.013
acordar			735	1204	902	138.356	0.014
bye			736	1200	276	137.896	0.004
corre			737	1198	728	137.667	0.012
lembra			738	1196	758	137.437	0.012
perde			739	1194	756	137.207	0.012
correr			740	1192	828	136.977	0.013
fundo			741	1186	790	136.288	0.013
luar			741	1186	776	136.288	0.012
conquistar			743	1180	656	135.598	0.010
amores			744	1176	478	135.139	0.008
der			744	1176	690	135.139	0.011
cabaré			746	1174	446	134.909	0.007
cuidar			746	1174	636	134.909	0.010
queira			748	1172	680	134.679	0.011
bum			749	1170	100	134.449	0.002
sentido			749	1170	846	134.449	0.014
capaz			751	1166	808	133.989	0.013
andar			752	1160	796	133.300	0.013
entra			753	1158	754	133.070	0.012
legal			753	1158	684	133.070	0.011
baixo			755	1156	742	132.840	0.012
rebola			755	1156	328	132.840	0.005
veja			755	1156	804	132.840	0.013
morro			758	1154	720	132.610	0.012
banda			759	1150	590	132.151	0.009
doida			759	1150	490	132.151	0.008
outros			759	1150	846	132.151	0.014
deixando			762	1146	812	131.691	0.013
vuco			762	1146	72	131.691	0.001
ja			764	1144	726	131.461	0.012
santo			764	1144	732	131.461	0.012
segredo			764	1144	788	131.461	0.013
tento			767	1140	758	131.002	0.012
segura			768	1138	654	130.772	0.010
criança			769	1134	806	130.312	0.013
mandar			769	1134	742	130.312	0.012
pagar			769	1134	754	130.312	0.012
merece			772	1132	616	130.082	0.010
mamãe			773	1130	494	129.853	0.008
mandou			773	1130	720	129.853	0.012
whisky			773	1130	478	129.853	0.008
dó			776	1128	552	129.623	0.009
sério			776	1128	644	129.623	0.010
virar			776	1128	620	129.623	0.010
daquele			779	1126	740	129.393	0.012
deve			779	1126	802	129.393	0.013
perdido			779	1126	868	129.393	0.014
errei			782	1124	770	129.163	0.012
sabia			782	1124	762	129.163	0.012
aguento			784	1122	690	128.933	0.011
gostosa			785	1116	696	128.244	0.011
este			786	1114	788	128.014	0.013
vira			786	1114	678	128.014	0.011
nossos			788	1112	820	127.784	0.013
caso			789	1110	834	127.554	0.013
separar			789	1110	736	127.554	0.012
seguir			791	1108	742	127.324	0.012
esconder			792	1106	830	127.095	0.013
jogar			792	1106	690	127.095	0.011
solteiro			792	1106	468	127.095	0.007
estão			795	1104	700	126.865	0.011
brilho			796	1102	826	126.635	0.013
sabor			796	1102	708	126.635	0.011
perdoa			798	1100	526	126.405	0.008
chamando			799	1098	608	126.175	0.010
nenhum			800	1096	796	125.945	0.013
vazio			800	1096	794	125.945	0.013
afim			802	1094	594	125.716	0.009
verdadeiro			802	1094	756	125.716	0.012
pele			804	1088	752	125.026	0.012
bela			805	1086	700	124.796	0.011
adoro			806	1084	604	124.566	0.010
amiga			807	1082	558	124.337	0.009
além			808	1080	668	124.107	0.011
janela			808	1080	772	124.107	0.012
tente			808	1080	634	124.107	0.010
luiza			811	1074	1058	123.417	0.017
aprender			812	1072	646	123.188	0.010
aquilo			813	1070	602	122.958	0.010
avião			813	1070	642	122.958	0.010
ligo			813	1070	674	122.958	0.011
sorrindo			813	1070	758	122.958	0.012
ra			817	1068	138	122.728	0.002
colo			818	1064	636	122.268	0.010
levo			818	1064	660	122.268	0.011
coragem			820	1060	766	121.809	0.012
bote			821	1058	500	121.579	0.008
língua			822	1056	322	121.349	0.005
presente			822	1056	786	121.349	0.013
ali			824	1052	736	120.889	0.012
boto			824	1052	490	120.889	0.008
pegando			824	1052	594	120.889	0.009
batendo			827	1050	626	120.659	0.010
amava			828	1048	742	120.430	0.012
saio			828	1048	716	120.430	0.011
sofro			828	1048	630	120.430	0.010
eita			831	1042	558	119.740	0.009
ui			831	1042	166	119.740	0.003
mexer			833	1038	542	119.280	0.009
abraça			834	1036	700	119.051	0.011
papo			834	1036	672	119.051	0.011
teve			836	1034	698	118.821	0.011
aceitar			837	1030	698	118.361	0.011
segundo			837	1030	690	118.361	0.011
enganou			839	1028	562	118.131	0.009
pare			840	1026	482	117.901	0.008
pudesse			840	1026	672	117.901	0.011
volte			842	1024	642	117.672	0.010
dedo			843	1022	564	117.442	0.009
espera			843	1022	710	117.442	0.011
morar			843	1022	676	117.442	0.011
rede			846	1020	714	117.212	0.011
serra			846	1020	700	117.212	0.011
esqueço			848	1018	626	116.982	0.010
ice			849	1016	44	116.752	0.001
viola			849	1016	624	116.752	0.010
dizia			851	1014	710	116.523	0.011
simbora			852	1012	294	116.293	0.005
lembranças			853	1008	702	115.833	0.011
juntos			854	1006	682	115.603	0.011
procurando			854	1006	718	115.603	0.011
cedo			856	1002	810	115.144	0.013
saiu			856	1002	740	115.144	0.012
caiu			858	1000	654	114.914	0.010
algum			859	994	762	114.224	0.012
solta			859	994	510	114.224	0.008
perceber			861	992	720	113.994	0.012
pior			861	992	692	113.994	0.011
enviado			863	990	984	113.765	0.016
problema			863	990	488	113.765	0.008
pedra			865	986	648	113.305	0.010
tcha			865	986	72	113.305	0.001
nordeste			867	984	580	113.075	0.009
carente			868	982	668	112.845	0.011
chamego			868	982	542	112.845	0.009
distante			870	980	764	112.615	0.012
bunda			871	978	194	112.386	0.003
ponto			872	974	648	111.926	0.010
conhecer			873	972	650	111.696	0.010
desde			873	972	764	111.696	0.012
mato			873	972	648	111.696	0.010
amada			876	970	654	111.466	0.010
soube			877	966	618	111.007	0.010
bahia			878	964	464	110.777	0.007
suor			878	964	716	110.777	0.011
chamo			880	962	554	110.547	0.009
saudades			880	962	650	110.547	0.010
levantar			882	960	482	110.317	0.008
somente			882	960	738	110.317	0.012
metade			884	958	602	110.087	0.010
beijando			885	956	622	109.858	0.010
contra			885	956	644	109.858	0.010
irmão			887	954	654	109.628	0.010
sendo			888	950	680	109.168	0.011
nego			889	946	538	108.708	0.009
pisa			890	944	326	108.479	0.005
sede			890	944	652	108.479	0.010
levando			892	942	594	108.249	0.009
saída			893	940	720	108.019	0.012
calcinha			894	932	316	107.100	0.005
vamo			894	932	408	107.100	0.007
doutor			896	926	492	106.410	0.008
ando			897	924	700	106.180	0.011
cheguei			897	924	592	106.180	0.009
my			899	922	180	105.950	0.003
esqueci			900	920	608	105.721	0.010
orgulho			900	920	654	105.721	0.010
rola			902	918	544	105.491	0.009
grito			903	910	622	104.571	0.010
mora			903	910	612	104.571	0.010
viva			903	910	470	104.571	0.008
arrepender			906	908	646	104.342	0.010
doidinho			906	908	356	104.342	0.006
perdoar			908	906	622	104.112	0.010
castigo			909	904	674	103.882	0.011
começo			910	902	672	103.652	0.011
pés			910	902	666	103.652	0.011
perigo			912	900	626	103.422	0.010
pros			912	900	664	103.422	0.011
quantas			912	900	610	103.422	0.010
tchau			912	900	256	103.422	0.004
mole			916	898	564	103.193	0.009
vir			916	898	608	103.193	0.010
partir			918	894	560	102.733	0.009
enlouquecer			919	892	568	102.503	0.009
pelas			920	888	656	102.043	0.010
perco			920	888	556	102.043	0.009
real			922	886	612	101.814	0.010
seria			922	886	566	101.814	0.009
basta			924	882	594	101.354	0.009
falo			924	882	556	101.354	0.009
quebrar			926	880	598	101.124	0.010
namorado			927	876	520	100.664	0.008
ouro			927	876	584	100.664	0.009
filha			929	874	530	100.435	0.008
preta			929	874	422	100.435	0.007
instante			931	872	670	100.205	0.011
areia			932	870	528	99.975	0.008
ex			932	870	412	99.975	0.007
levanta			932	870	476	99.975	0.008
motivo			932	870	712	99.975	0.011
pegue			932	870	412	99.975	0.007
fome			937	868	578	99.745	0.009
jeitinho			937	868	634	99.745	0.010
morreu			939	866	612	99.515	0.010
balão			940	864	470	99.285	0.008
bebida			940	864	542	99.285	0.009
asas			942	862	614	99.056	0.010
algo			943	860	572	98.826	0.009
maluco			943	860	402	98.826	0.006
mentira			943	860	560	98.826	0.009
livre			946	856	498	98.366	0.008
voltou			946	856	494	98.366	0.008
dava			948	854	592	98.136	0.009
eles			948	854	504	98.136	0.008
terreiro			948	854	652	98.136	0.010
achar			951	852	550	97.907	0.009
disso			952	850	500	97.677	0.008
jardim			952	850	622	97.677	0.010
mês			954	846	552	97.217	0.009
sofrimento			954	846	630	97.217	0.010
mala			956	844	464	96.987	0.007
pedi			956	844	592	96.987	0.009
tiro			956	844	552	96.987	0.009
amigas			959	842	502	96.757	0.008
aprendi			959	842	574	96.757	0.009
cachorro			959	842	454	96.757	0.007
sentimentos			959	842	580	96.757	0.009
clima			963	840	524	96.528	0.008
silêncio			963	840	534	96.528	0.009
confesso			965	838	604	96.298	0.010
consegue			965	838	560	96.298	0.009
possa			965	838	598	96.298	0.010
gato			968	834	384	95.838	0.006
segunda			968	834	484	95.838	0.008
jesus			970	832	400	95.608	0.006
banho			971	830	524	95.378	0.008
naquele			971	830	564	95.378	0.009
procura			971	830	614	95.378	0.010
prometo			971	830	584	95.378	0.009
rapaz			975	826	528	94.919	0.008
muda			976	824	500	94.689	0.008
pecado			976	824	528	94.689	0.008
conversa			978	822	614	94.459	0.010
gritar			978	822	538	94.459	0.009
mina			978	822	424	94.459	0.007
couro			981	820	540	94.229	0.009
tic			981	820	86	94.229	0.001
conheci			983	816	612	93.770	0.010
paraíso			983	816	602	93.770	0.010
tchan			983	816	30	93.770	0.000
apagar			986	814	556	93.540	0.009
puxa			986	814	406	93.540	0.006
bebê			988	812	268	93.310	0.004
ate			989	810	624	93.080	0.010
aceito			990	806	502	92.620	0.008
nossas			990	806	596	92.620	0.010
namorada			992	804	520	92.391	0.008
papel			992	804	550	92.391	0.009
passarinho			992	804	576	92.391	0.009
pedaço			992	804	548	92.391	0.009
nascer			996	802	580	92.161	0.009
saiba			996	802	540	92.161	0.009
abrir			998	798	548	91.701	0.009
danado			998	798	500	91.701	0.008
desespero			998	798	610	91.701	0.010
machuca			998	798	496	91.701	0.008
seca			998	798	534	91.701	0.009
dizem			1003	796	458	91.471	0.007
doer			1003	796	566	91.471	0.009
ligando			1005	794	548	91.242	0.009
trabalho			1005	794	576	91.242	0.009
devagar			1007	792	388	91.012	0.006
queima			1007	792	436	91.012	0.007
conto			1009	790	504	90.782	0.008
acha			1010	788	522	90.552	0.008
perdendo			1010	788	474	90.552	0.008
rapariga			1010	788	234	90.552	0.004
carnaval			1013	786	460	90.322	0.007
come			1013	786	442	90.322	0.007
pressão			1013	786	370	90.322	0.006
vocês			1013	786	518	90.322	0.008
conhece			1017	780	552	89.633	0.009
machucar			1017	780	532	89.633	0.008
tou			1017	780	354	89.633	0.006
trem			1017	780	402	89.633	0.006
esperei			1021	778	348	89.403	0.006
laiá			1021	778	62	89.403	0.001
natureza			1021	778	574	89.403	0.009
pude			1021	778	564	89.403	0.009
outras			1025	776	568	89.173	0.009
zabumba			1025	776	598	89.173	0.010
conversar			1027	774	546	88.943	0.009
toa			1027	774	536	88.943	0.009
queimando			1029	772	478	88.713	0.008
começar			1030	770	526	88.484	0.008
gira			1030	770	334	88.484	0.005
lágrimas			1030	770	468	88.484	0.007
safado			1030	770	486	88.484	0.008
cansado			1034	768	572	88.254	0.009
dez			1034	768	480	88.254	0.008
pura			1034	768	550	88.254	0.009
querida			1037	766	552	88.024	0.009
bora			1038	764	222	87.794	0.004
negar			1038	764	456	87.794	0.007
nóis			1038	764	192	87.794	0.003
imaginar			1041	762	534	87.564	0.009
entrou			1042	758	548	87.105	0.009
chover			1043	756	390	86.875	0.006
claro			1043	756	452	86.875	0.007
dance			1043	756	184	86.875	0.003
roça			1043	756	406	86.875	0.006
escuta			1047	754	558	86.645	0.009
indo			1048	752	472	86.415	0.008
iô			1048	752	74	86.415	0.001
acordei			1050	750	518	86.185	0.008
chapéu			1050	750	472	86.185	0.008
conheço			1050	750	604	86.185	0.010
homens			1050	750	460	86.185	0.007
ligado			1050	750	462	86.185	0.007
subindo			1050	750	352	86.185	0.006
bobo			1056	748	454	85.955	0.007
lábios			1056	748	398	85.955	0.006
cego			1058	746	446	85.726	0.007
chorou			1058	746	378	85.726	0.006
domingo			1058	746	450	85.726	0.007
duro			1058	746	532	85.726	0.008
raiva			1058	746	408	85.726	0.007
show			1058	746	390	85.726	0.006
verde			1058	746	566	85.726	0.009
desculpa			1065	744	510	85.496	0.008
norte			1065	744	530	85.496	0.008
futuro			1067	742	524	85.266	0.008
palavra			1067	742	532	85.266	0.008
presta			1067	742	396	85.266	0.006
confusão			1070	740	548	85.036	0.009
procuro			1070	740	552	85.036	0.009
quebra			1070	740	366	85.036	0.006
segurar			1073	738	534	84.806	0.009
descobri			1074	736	502	84.577	0.008
erro			1074	736	464	84.577	0.007
forro			1074	736	364	84.577	0.006
podia			1074	736	566	84.577	0.009
pão			1074	736	524	84.577	0.008
demora			1079	734	510	84.347	0.008
baile			1080	732	388	84.117	0.006
parado			1080	732	482	84.117	0.008
pedro			1082	730	362	83.887	0.006
sangue			1082	730	544	83.887	0.009
cana			1084	728	418	83.657	0.007
foge			1084	728	274	83.657	0.004
rico			1086	726	388	83.427	0.006
morre			1087	724	518	83.198	0.008
sono			1087	724	502	83.198	0.008
uô			1087	724	120	83.198	0.002
au			1090	722	84	82.968	0.001
chame			1090	722	290	82.968	0.005
namoro			1090	722	464	82.968	0.007
achei			1093	720	478	82.738	0.008
distância			1093	720	486	82.738	0.008
guarda			1093	720	476	82.738	0.008
tchu			1093	720	38	82.738	0.001
aguenta			1097	718	344	82.508	0.005
vergonha			1097	718	490	82.508	0.008
proibido			1099	716	392	82.278	0.006
sinal			1099	716	462	82.278	0.007
brasileiro			1101	712	470	81.819	0.008
esconde			1101	712	406	81.819	0.006
olhe			1101	712	492	81.819	0.008
usar			1101	712	416	81.819	0.007
café			1105	708	534	81.359	0.009
cintura			1105	708	410	81.359	0.007
garçom			1105	708	380	81.359	0.006
nó			1105	708	478	81.359	0.008
perfeito			1105	708	510	81.359	0.008
tuas			1105	708	436	81.359	0.007
planos			1111	706	556	81.129	0.009
q			1111	706	338	81.129	0.005
tipo			1111	706	426	81.129	0.007
macho			1114	704	422	80.899	0.007
música			1114	704	448	80.899	0.007
escola			1116	702	428	80.669	0.007
espelho			1116	702	474	80.669	0.008
partiu			1118	700	460	80.440	0.007
tomando			1118	700	422	80.440	0.007
aperta			1120	698	430	80.210	0.007
peguei			1120	698	530	80.210	0.008
repete			1120	698	506	80.210	0.008
iria			1123	696	432	79.980	0.007
ouvido			1123	696	554	79.980	0.009
xodó			1123	696	464	79.980	0.007
hei			1126	694	220	79.750	0.004
corno			1127	692	144	79.520	0.002
pista			1127	692	380	79.520	0.006
explicar			1129	690	498	79.290	0.008
ontem			1129	690	492	79.290	0.008
brigar			1131	688	478	79.061	0.008
grita			1131	688	422	79.061	0.007
romance			1133	686	464	78.831	0.007
branca			1134	684	460	78.601	0.007
doendo			1134	684	402	78.601	0.006
mando			1134	684	416	78.601	0.007
debaixo			1137	682	336	78.371	0.005
querem			1137	682	372	78.371	0.006
cola			1139	680	362	78.141	0.006
dudu			1139	680	30	78.141	0.000
entrego			1139	680	474	78.141	0.008
pelos			1139	680	512	78.141	0.008
alguma			1143	678	490	77.912	0.008
hey			1143	678	136	77.912	0.002
juízo			1143	678	486	77.912	0.008
ligou			1143	678	454	77.912	0.007
rolando			1143	678	392	77.912	0.006
usa			1143	678	426	77.912	0.007
essas			1149	676	470	77.682	0.008
cobra			1150	674	350	77.452	0.006
estamos			1150	674	428	77.452	0.007
fria			1150	674	512	77.452	0.008
pisadinha			1150	674	200	77.452	0.003
vestido			1150	674	480	77.452	0.008
trouxe			1155	670	484	76.992	0.008
amado			1156	668	482	76.762	0.008
marido			1157	662	420	76.073	0.007
meninas			1157	662	454	76.073	0.007
tesão			1157	662	438	76.073	0.007
lembrança			1160	660	558	75.843	0.009
tchê			1160	660	46	75.843	0.001
br			1162	656	274	75.383	0.004
neste			1162	656	448	75.383	0.007
pensou			1162	656	430	75.383	0.007
liguei			1165	654	438	75.154	0.007
ponta			1165	654	438	75.154	0.007
sexta			1165	654	404	75.154	0.006
curtindo			1168	652	414	74.924	0.007
danada			1168	652	428	74.924	0.007
fale			1168	652	404	74.924	0.006
foto			1168	652	394	74.924	0.006
sala			1168	652	412	74.924	0.007
naquela			1173	648	506	74.464	0.008
neném			1173	648	240	74.464	0.004
foram			1175	646	472	74.234	0.008
ha			1176	642	214	73.775	0.003
gelada			1177	640	400	73.545	0.006
paulo			1177	640	324	73.545	0.005
pá			1177	640	126	73.545	0.002
batom			1180	638	406	73.315	0.006
engana			1180	638	406	73.315	0.006
normal			1180	638	456	73.315	0.007
parei			1180	638	364	73.315	0.006
procurei			1180	638	448	73.315	0.007
galo			1185	634	344	72.855	0.005
ninguem			1185	634	420	72.855	0.007
rainha			1185	634	408	72.855	0.007
sete			1185	634	404	72.855	0.006
vagabundo			1185	634	334	72.855	0.005
fazia			1190	632	444	72.625	0.007
prefiro			1190	632	428	72.625	0.007
acredito			1192	630	424	72.396	0.007
branco			1192	630	400	72.396	0.006
sabiá			1192	630	222	72.396	0.004
vivi			1192	630	438	72.396	0.007
beijinho			1196	628	294	72.166	0.005
benzinho			1196	628	382	72.166	0.006
comendo			1196	628	326	72.166	0.005
solteira			1196	628	240	72.166	0.004
lapada			1200	626	124	71.936	0.002
swing			1200	626	334	71.936	0.005
time			1200	626	172	71.936	0.003
convencer			1203	624	428	71.706	0.007
infinito			1203	624	428	71.706	0.007
minuto			1203	624	420	71.706	0.007
ouvi			1203	624	430	71.706	0.007
voltei			1203	624	336	71.706	0.005
botando			1208	622	324	71.476	0.005
dj			1208	622	300	71.476	0.005
mereço			1208	622	444	71.476	0.007
negócio			1208	622	282	71.476	0.005
pi			1208	622	50	71.476	0.001
chore			1213	620	260	71.247	0.004
juazeiro			1213	620	242	71.247	0.004
paga			1213	620	340	71.247	0.005
ame			1216	618	376	71.017	0.006
carinhos			1216	618	500	71.017	0.008
depressa			1216	618	430	71.017	0.007
pam			1216	618	36	71.017	0.001
perguntar			1216	618	432	71.017	0.007
taca			1216	618	66	71.017	0.001
preso			1222	616	402	70.787	0.006
põe			1222	616	330	70.787	0.005
remédio			1222	616	440	70.787	0.007
terminar			1222	616	432	70.787	0.007
faltando			1226	614	320	70.557	0.005
linha			1226	614	358	70.557	0.006
s			1226	614	260	70.557	0.004
trabalhar			1226	614	398	70.557	0.006
vocêeu			1226	614	498	70.557	0.008
